Carrier_Name,Carrier_Full_Name,Service_Type,Week_Date,Year,Month,Month_Name,Week_of_Year,Quarter,Season,Fiscal_Year,Bus_Departures,Passenger_Departures,Passengers_Per_Bus,Baseline_2019_Buses,Baseline_2019_Passengers,Bus_Recovery_Percent,Passenger_Recovery_Percent,Bus_WoW_Change,Passenger_WoW_Change,Bus_4wk_MA,Passenger_4wk_MA,Bus_12wk_MA,Passenger_12wk_MA,COVID_Period,Days_Since_Pandemic_Start,Is_COVID_Period,Economic_Period,Is_High_Inflation,Avg_Temp_F,Precipitation_Inches,Snow_Inches,Weather_Condition,Major_Weather_Event,Is_Severe_Weather,Is_Snow_Week,Is_Hot_Week,Is_Cold_Week,Is_Holiday,Is_Holiday_Season,NYC_Event,Is_Tourism_Peak
Lakeland,Lakeland Bus,Regional,10/23/2024,2024,10,October,43,4,Fall,2025,43,1403,32.62790698,75,2819,-42.66666667,-50.23057822,2.380952381,-0.988002823,42.5,1410.25,41.83333333,1392.833333,Post-COVID-Normal,1683,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,10/23/2024,2024,10,October,43,4,Fall,2025,19,780,41.05263158,47,1771,-59.57446809,-55.95708639,11.76470588,4.557640751,18.25,758.25,17.75,745.5,Post-COVID-Normal,1683,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,10/23/2024,2024,10,October,43,4,Fall,2025,2419,81890,33.85283175,2500,86541,-3.24,-5.374331242,0.959933222,-5.02203665,2421.75,83447.25,2416.083333,82909.08333,Post-COVID-Normal,1683,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,10/23/2024,2024,10,October,43,4,Fall,2025,23,745,32.39130435,44,1048,-47.72727273,-28.91221374,-48.88888889,-60.26666667,34,1310,35.41666667,1285.916667,Post-COVID-Normal,1683,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,10/23/2024,2024,10,October,43,4,Fall,2025,22,580,26.36363636,35,752,-37.14285714,-22.87234043,-8.333333333,-30.62200957,23.75,701.75,24.91666667,663.1666667,Post-COVID-Normal,1683,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,10/28/2024,2024,10,October,44,4,Fall,2025,46,1457,31.67391304,113,4152,-59.2920354,-64.90847784,4.545454545,15.81875994,43,1294.75,42.16666667,1360.916667,Post-COVID-Normal,1688,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,10/28/2024,2024,10,October,44,4,Fall,2025,195,5440,27.8974359,460,14129,-57.60869565,-61.49762899,20.37037037,-1.180744777,176,5258.75,177.5,5238,Post-COVID-Normal,1688,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,10/28/2024,2024,10,October,44,4,Fall,2025,59,1232,20.88135593,118,3262,-50,-62.23175966,0,-22.6616447,59.25,1515.75,58.58333333,1650.166667,Post-COVID-Normal,1688,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,10/28/2024,2024,10,October,44,4,Fall,2025,87,1717,19.73563218,295,5504,-70.50847458,-68.80450581,-2.247191011,10.06410256,87.25,1603.5,83.16666667,1580.916667,Post-COVID-Normal,1688,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,10/28/2024,2024,10,October,44,4,Fall,2025,42,1398,33.28571429,75,2819,-44,-50.40794608,-2.325581395,-0.356379187,42.75,1398.75,41.66666667,1385.416667,Post-COVID-Normal,1688,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,10/28/2024,2024,10,October,44,4,Fall,2025,18,744,41.33333333,47,1771,-61.70212766,-57.98983625,-5.263157895,-4.615384615,18.25,751,17.75,743.0833333,Post-COVID-Normal,1688,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,10/28/2024,2024,10,October,44,4,Fall,2025,2411,88869,36.85980921,2500,86541,-3.56,2.690054425,-0.330715172,8.522408108,2416.25,84542.75,2417.083333,83200.91667,Post-COVID-Normal,1688,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,10/28/2024,2024,10,October,44,4,Fall,2025,45,1875,41.66666667,44,1048,2.272727273,78.91221374,95.65217391,151.6778523,34,1310,36.41666667,1365.666667,Post-COVID-Normal,1688,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,10/28/2024,2024,10,October,44,4,Fall,2025,22,562,25.54545455,35,752,-37.14285714,-25.26595745,0,-3.103448276,23.75,716,24.5,645.6666667,Post-COVID-Normal,1688,TRUE,Stabilization,FALSE,59,4.4,0.1,Cool/Pleasant,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,11/6/2024,2024,11,November,45,4,Fall,2025,44,1254,28.5,113,4152,-61.0619469,-69.79768786,-4.347826087,-13.9327385,44,1324.25,42.16666667,1361.25,Post-COVID-Normal,1697,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NYC Marathon Week,TRUE
Coach USA,Coach USA Inc,Commuter,11/6/2024,2024,11,November,45,4,Fall,2025,164,5156,31.43902439,460,14129,-64.34782609,-63.50767924,-15.8974359,-5.220588235,178.5,5332.25,177.1666667,5225.166667,Post-COVID-Normal,1697,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NYC Marathon Week,TRUE
Greyhound,Greyhound Lines,Intercity,11/6/2024,2024,11,November,45,4,Fall,2025,60,1536,25.6,118,3262,-49.15254237,-52.91232373,1.694915254,24.67532468,59.25,1482.25,58.83333333,1624.666667,Post-COVID-Normal,1697,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NYC Marathon Week,TRUE
HCEE - Community,HCEE Community Coach,Commuter,11/6/2024,2024,11,November,45,4,Fall,2025,85,1509,17.75294118,295,5504,-71.18644068,-72.58357558,-2.298850575,-12.11415259,87,1625.75,83.75,1579.333333,Post-COVID-Normal,1697,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NYC Marathon Week,TRUE
Lakeland,Lakeland Bus,Regional,11/6/2024,2024,11,November,45,4,Fall,2025,43,1403,32.62790698,75,2819,-42.66666667,-50.23057822,2.380952381,0.357653791,42.5,1405.25,41.83333333,1384.416667,Post-COVID-Normal,1697,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NYC Marathon Week,TRUE
Martz,Martz Group,Regional,11/6/2024,2024,11,November,45,4,Fall,2025,19,741,39,47,1771,-59.57446809,-58.15923207,5.555555556,-0.403225806,18.25,752.75,17.91666667,747.0833333,Post-COVID-Normal,1697,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NYC Marathon Week,TRUE
NJ Transit,NJ Transit Corporation,Commuter,11/6/2024,2024,11,November,45,4,Fall,2025,2381,81608,34.27467451,2500,86541,-4.76,-5.70018835,-1.244296972,-8.170453139,2401.75,84646.75,2413.666667,83070.41667,Post-COVID-Normal,1697,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NYC Marathon Week,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,11/6/2024,2024,11,November,45,4,Fall,2025,22,594,27,44,1048,-50,-43.32061069,-51.11111111,-68.32,33.75,1272.25,35.5,1338.666667,Post-COVID-Normal,1697,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NYC Marathon Week,TRUE
Trailways,Trailways System,Intercity,11/6/2024,2024,11,November,45,4,Fall,2025,22,456,20.72727273,35,752,-37.14285714,-39.36170213,0,-18.86120996,22.5,608.5,24.08333333,633.5833333,Post-COVID-Normal,1697,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NYC Marathon Week,TRUE
Academy,Academy Bus,Regional,11/11/2024,2024,11,November,46,4,Fall,2025,41,1375,33.53658537,113,4152,-63.71681416,-66.88342967,-6.818181818,9.649122807,43.75,1336,41.91666667,1355.5,Post-COVID-Normal,1702,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Coach USA,Coach USA Inc,Commuter,11/11/2024,2024,11,November,46,4,Fall,2025,189,5364,28.38095238,460,14129,-58.91304348,-62.03552976,15.24390244,4.034134988,177.5,5366.25,176.6666667,5214.75,Post-COVID-Normal,1702,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Greyhound,Greyhound Lines,Intercity,11/11/2024,2024,11,November,46,4,Fall,2025,59,1297,21.98305085,118,3262,-50,-60.23911711,-1.666666667,-15.55989583,59.25,1414.5,59,1573.333333,Post-COVID-Normal,1702,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,11/11/2024,2024,11,November,46,4,Fall,2025,88,1675,19.03409091,295,5504,-70.16949153,-69.56758721,3.529411765,11.00066269,87.25,1615.25,84.58333333,1591.583333,Post-COVID-Normal,1702,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lakeland,Lakeland Bus,Regional,11/11/2024,2024,11,November,46,4,Fall,2025,42,1378,32.80952381,75,2819,-44,-51.11741752,-2.325581395,-1.781895937,42.5,1395.5,41.91666667,1375.916667,Post-COVID-Normal,1702,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Martz,Martz Group,Regional,11/11/2024,2024,11,November,46,4,Fall,2025,18,712,39.55555556,47,1771,-61.70212766,-59.79672501,-5.263157895,-3.913630229,18.5,744.25,18,742.5,Post-COVID-Normal,1702,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,11/11/2024,2024,11,November,46,4,Fall,2025,2423,85805,35.41271151,2500,86541,-3.08,-0.850463942,1.763964721,5.142878149,2408.5,84543,2414.583333,83355.5,Post-COVID-Normal,1702,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,11/11/2024,2024,11,November,46,4,Fall,2025,45,1875,41.66666667,44,1048,2.272727273,78.91221374,104.5454545,215.6565657,33.75,1272.25,36.5,1418.416667,Post-COVID-Normal,1702,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Trailways,Trailways System,Intercity,11/11/2024,2024,11,November,46,4,Fall,2025,22,517,23.5,35,752,-37.14285714,-31.25,0,13.37719298,22,528.75,23.75,618.4166667,Post-COVID-Normal,1702,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Academy,Academy Bus,Regional,11/13/2024,2024,11,November,46,4,Fall,2025,40,1073,26.825,113,4152,-64.60176991,-74.15703276,-2.43902439,-21.96363636,42.75,1289.75,41.5,1330.583333,Post-COVID-Normal,1704,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Coach USA,Coach USA Inc,Commuter,11/13/2024,2024,11,November,46,4,Fall,2025,134,3895,29.06716418,460,14129,-70.86956522,-72.43258546,-29.1005291,-27.3862789,170.5,4963.75,171.9166667,5103.75,Post-COVID-Normal,1704,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Greyhound,Greyhound Lines,Intercity,11/13/2024,2024,11,November,46,4,Fall,2025,60,1981,33.01666667,118,3262,-49.15254237,-39.27038627,1.694915254,52.73708558,59.5,1511.5,59.16666667,1569.416667,Post-COVID-Normal,1704,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,11/13/2024,2024,11,November,46,4,Fall,2025,85,1457,17.14117647,295,5504,-71.18644068,-73.52834302,-3.409090909,-13.01492537,86.25,1589.5,85.16666667,1585.666667,Post-COVID-Normal,1704,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lakeland,Lakeland Bus,Regional,11/13/2024,2024,11,November,46,4,Fall,2025,43,1380,32.09302326,75,2819,-42.66666667,-51.04647038,2.380952381,0.145137881,42.5,1389.75,42,1376.5,Post-COVID-Normal,1704,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Martz,Martz Group,Regional,11/13/2024,2024,11,November,46,4,Fall,2025,18,821,45.61111111,47,1771,-61.70212766,-53.64201016,0,15.30898876,18.25,754.5,18,745.8333333,Post-COVID-Normal,1704,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,11/13/2024,2024,11,November,46,4,Fall,2025,2358,64572,27.38422392,2500,86541,-5.68,-25.38565535,-2.682624845,-24.74564419,2393.25,80213.5,2409.333333,82178,Post-COVID-Normal,1704,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,11/13/2024,2024,11,November,46,4,Fall,2025,23,745,32.39130435,44,1048,-47.72727273,-28.91221374,-48.88888889,-60.26666667,33.75,1272.25,35.66666667,1391.583333,Post-COVID-Normal,1704,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Trailways,Trailways System,Intercity,11/13/2024,2024,11,November,46,4,Fall,2025,28,818,29.21428571,35,752,-20,8.776595745,27.27272727,58.2205029,23.5,588.25,23.91666667,628.3333333,Post-COVID-Normal,1704,TRUE,Stabilization,FALSE,48,4,1,Cool/Rainy,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE
Academy,Academy Bus,Regional,12/4/2024,2024,12,December,49,4,Winter,2025,44,1266,28.77272727,113,4152,-61.0619469,-69.50867052,10,17.98695247,42.25,1242,41.41666667,1329.75,Post-COVID-Normal,1725,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Coach USA,Coach USA Inc,Commuter,12/4/2024,2024,12,December,49,4,Winter,2025,168,5422,32.27380952,460,14129,-63.47826087,-61.62502654,25.37313433,39.20410783,163.75,4959.25,170.25,5133.083333,Post-COVID-Normal,1725,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Greyhound,Greyhound Lines,Intercity,12/4/2024,2024,12,December,49,4,Winter,2025,61,1517,24.86885246,118,3262,-48.30508475,-53.49478847,1.666666667,-23.42251388,60,1582.75,59.41666667,1518.916667,Post-COVID-Normal,1725,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,12/4/2024,2024,12,December,49,4,Winter,2025,81,1390,17.16049383,295,5504,-72.54237288,-74.74563953,-4.705882353,-4.598490048,84.75,1507.75,85.41666667,1574.166667,Post-COVID-Normal,1725,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Lakeland,Lakeland Bus,Regional,12/4/2024,2024,12,December,49,4,Winter,2025,45,1406,31.24444444,75,2819,-40,-50.1241575,4.651162791,1.884057971,43.25,1391.75,42.25,1382.75,Post-COVID-Normal,1725,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Martz,Martz Group,Regional,12/4/2024,2024,12,December,49,4,Winter,2025,19,744,39.15789474,47,1771,-59.57446809,-57.98983625,5.555555556,-9.378806334,18.5,754.5,18.08333333,745.8333333,Post-COVID-Normal,1725,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,12/4/2024,2024,12,December,49,4,Winter,2025,2419,83853,34.6643241,2500,86541,-3.24,-3.106042223,2.586938083,29.85969151,2395.25,78959.5,2410.416667,82590.75,Post-COVID-Normal,1725,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,12/4/2024,2024,12,December,49,4,Winter,2025,23,745,32.39130435,44,1048,-47.72727273,-28.91221374,0,0,28.25,989.75,33.91666667,1297.416667,Post-COVID-Normal,1725,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Trailways,Trailways System,Intercity,12/4/2024,2024,12,December,49,4,Winter,2025,22,561,25.5,35,752,-37.14285714,-25.39893617,-21.42857143,-31.41809291,23.5,588,23.58333333,616.8333333,Post-COVID-Normal,1725,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE
Academy,Academy Bus,Regional,12/18/2024,2024,12,December,51,4,Winter,2025,44,1179,26.79545455,113,4152,-61.0619469,-71.60404624,0,-6.872037915,42.25,1223.25,43.16666667,1315.5,Post-COVID-Normal,1739,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Christmas Week,TRUE
Coach USA,Coach USA Inc,Commuter,12/18/2024,2024,12,December,51,4,Winter,2025,178,5267,29.58988764,460,14129,-61.30434783,-62.72206101,5.952380952,-2.858723718,167.25,4987,171.5833333,5200.583333,Post-COVID-Normal,1739,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Christmas Week,TRUE
Greyhound,Greyhound Lines,Intercity,12/18/2024,2024,12,December,51,4,Winter,2025,59,1001,16.96610169,118,3262,-50,-69.31330472,-3.278688525,-34.01450231,59.75,1449,59.5,1453.333333,Post-COVID-Normal,1739,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Christmas Week,TRUE
HCEE - Community,HCEE Community Coach,Commuter,12/18/2024,2024,12,December,51,4,Winter,2025,85,1522,17.90588235,295,5504,-71.18644068,-72.34738372,4.938271605,9.496402878,84.75,1511,86,1573.666667,Post-COVID-Normal,1739,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Christmas Week,TRUE
Lakeland,Lakeland Bus,Regional,12/18/2024,2024,12,December,51,4,Winter,2025,45,1406,31.24444444,75,2819,-40,-50.1241575,0,0,43.75,1392.5,42.83333333,1403.916667,Post-COVID-Normal,1739,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Christmas Week,TRUE
Martz,Martz Group,Regional,12/18/2024,2024,12,December,51,4,Winter,2025,18,765,42.5,47,1771,-61.70212766,-56.8040655,-5.263157895,2.822580645,18.25,760.5,18.33333333,757.4166667,Post-COVID-Normal,1739,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Christmas Week,TRUE
NJ Transit,NJ Transit Corporation,Commuter,12/18/2024,2024,12,December,51,4,Winter,2025,2373,73885,31.13569322,2500,86541,-5.08,-14.62428213,-1.901612236,-11.88746974,2393.25,77028.75,2407,81633.41667,Post-COVID-Normal,1739,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Christmas Week,TRUE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,12/18/2024,2024,12,December,51,4,Winter,2025,23,745,32.39130435,44,1048,-47.72727273,-28.91221374,0,0,28.5,1027.5,32.08333333,1203.25,Post-COVID-Normal,1739,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Christmas Week,TRUE
Trailways,Trailways System,Intercity,12/18/2024,2024,12,December,51,4,Winter,2025,22,436,19.81818182,35,752,-37.14285714,-42.0212766,0,-22.28163993,23.5,583,23.25,594.9166667,Post-COVID-Normal,1739,TRUE,Stabilization,FALSE,38,4.4,4.9,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Christmas Week,TRUE
Academy,Academy Bus,Regional,1/27/2025,2025,1,January,5,1,Winter,2025,39,1217,31.20512821,113,4152,-65.48672566,-70.68882466,-11.36363636,3.223070399,41.75,1183.75,42.66666667,1294.25,Post-COVID-Normal,1779,TRUE,Stabilization,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Coach USA,Coach USA Inc,Commuter,1/27/2025,2025,1,January,5,1,Winter,2025,189,5382,28.47619048,460,14129,-58.91304348,-61.90813221,6.179775281,2.183406114,167.25,4991.5,171.8333333,5174.5,Post-COVID-Normal,1779,TRUE,Stabilization,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Greyhound,Greyhound Lines,Intercity,1/27/2025,2025,1,January,5,1,Winter,2025,59,1125,19.06779661,118,3262,-50,-65.51195586,0,12.38761239,59.75,1406,59.58333333,1448.666667,Post-COVID-Normal,1779,TRUE,Stabilization,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
HCEE - Community,HCEE Community Coach,Commuter,1/27/2025,2025,1,January,5,1,Winter,2025,87,1628,18.71264368,295,5504,-70.50847458,-70.42151163,2.352941176,6.964520368,84.5,1499.25,86.08333333,1561.833333,Post-COVID-Normal,1779,TRUE,Stabilization,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Lakeland,Lakeland Bus,Regional,1/27/2025,2025,1,January,5,1,Winter,2025,44,1437,32.65909091,75,2819,-41.33333333,-49.02447676,-2.222222222,2.204836415,44.25,1407.25,43,1400.75,Post-COVID-Normal,1779,TRUE,Stabilization,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Martz,Martz Group,Regional,1/27/2025,2025,1,January,5,1,Winter,2025,18,708,39.33333333,47,1771,-61.70212766,-60.02258611,0,-7.450980392,18.25,759.5,18.33333333,752.1666667,Post-COVID-Normal,1779,TRUE,Stabilization,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
NJ Transit,NJ Transit Corporation,Commuter,1/27/2025,2025,1,January,5,1,Winter,2025,2427,77619,31.98145859,2500,86541,-2.92,-10.30956425,2.275600506,5.053799824,2394.25,74982.25,2407.666667,80834.83333,Post-COVID-Normal,1779,TRUE,Stabilization,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Peter Pan/Bonanza,Peter Pan/Bonanza,Intercity,1/27/2025,2025,1,January,5,1,Winter,2025,38,910,23.94736842,44,1048,-13.63636364,-13.16793893,65.2173913,22.14765101,26.75,786.25,31.5,1122.833333,Post-COVID-Normal,1779,TRUE,Stabilization,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Trailways,Trailways System,Intercity,1/27/2025,2025,1,January,5,1,Winter,2025,22,426,19.36363636,35,752,-37.14285714,-43.35106383,0,-2.293577982,23.5,560.25,23.16666667,589.25,Post-COVID-Normal,1779,TRUE,Stabilization,FALSE,33,3.5,8.8,Cold/Snowy,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE
Academy,Academy Bus,Regional,2/10/2025,2025,2,February,7,1,Winter,2025,46,1369,29.76086957,113,4152,-59.2920354,-67.02793834,17.94871795,12.48972884,43.25,1257.75,42.83333333,1279.833333,Post-COVID-Normal,1793,TRUE,Stabilization,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Coach USA,Coach USA Inc,Commuter,2/10/2025,2025,2,February,7,1,Winter,2025,189,5382,28.47619048,460,14129,-58.91304348,-61.90813221,0,0,181,5363.25,175,5189.833333,Post-COVID-Normal,1793,TRUE,Stabilization,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
Greyhound,Greyhound Lines,Intercity,2/10/2025,2025,2,February,7,1,Winter,2025,56,920,16.42857143,118,3262,-52.54237288,-71.7964439,-5.084745763,-18.22222222,58.75,1140.75,59.16666667,1388.333333,Post-COVID-Normal,1793,TRUE,Stabilization,FALSE,36,3.1,9.1,Cold/Snowy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Fashion Week,TRUE
